#purity EB:              purity EB error:            purity EE:          purity EE error:
0.972149898335           0.00669683711033          0.905688540733      0.0290566292777
0.972149898335           0.00669683711033          0.905688540733      0.0290566292777
0.972149898335           0.00669683711033          0.905688540733      0.0290566292777
0.979047147226           0.00940488320833          0.935270876343  0.038891274027
0.979047147226           0.00940488320833          0.935270876343  0.038891274027
0.979047147226           0.00940488320833          0.935270876343  0.038891274027
0.987103486324           0.00578569073233            0.963797138832      0.0223323465543
0.987103486324           0.00578569073233            0.963797138832      0.0223323465543
0.987103486324           0.00578569073233            0.963797138832      0.0223323465543
0.987103486324           0.00578569073233            0.963797138832      0.0223323465543
0.972149898335           0.00669683711033  0.905688540733      0.0290566292777
0.972149898335           0.00669683711033  0.905688540733      0.0290566292777
0.972149898335           0.00669683711033  0.905688540733      0.0290566292777
0.979047147226           0.00940488320833    0.935270876343  0.038891274027
0.979047147226           0.00940488320833    0.935270876343  0.038891274027
0.979047147226           0.00940488320833    0.935270876343  0.038891274027
0.987103486324           0.00578569073233   0.963797138832      0.0223323465543
0.987103486324           0.00578569073233   0.963797138832      0.0223323465543
0.987103486324           0.00578569073233   0.963797138832      0.0223323465543
0.987103486324           0.00578569073233   0.963797138832      0.0223323465543
0.972149898335           0.00669683711033  0.905688540733      0.0290566292777
0.972149898335           0.00669683711033  0.905688540733      0.0290566292777
0.972149898335           0.00669683711033  0.905688540733      0.0290566292777
0.979047147226           0.00940488320833    0.935270876343  0.038891274027
0.979047147226           0.00940488320833    0.935270876343  0.038891274027
0.979047147226           0.00940488320833    0.935270876343  0.038891274027
0.987103486324           0.00578569073233   0.963797138832      0.0223323465543
0.987103486324           0.00578569073233   0.963797138832      0.0223323465543
0.987103486324           0.00578569073233   0.963797138832      0.0223323465543
0.987103486324           0.00578569073233   0.963797138832      0.0223323465543
0.972149898335           0.00669683711033  0.905688540733      0.0290566292777
0.972149898335           0.00669683711033  0.905688540733      0.0290566292777
0.979047147226           0.00940488320833    0.935270876343  0.038891274027
0.979047147226           0.00940488320833    0.935270876343  0.038891274027
0.987103486324           0.00578569073233   0.963797138832      0.0223323465543
0.987103486324           0.00578569073233   0.963797138832      0.0223323465543
0.987103486324           0.00578569073233   0.963797138832      0.0223323465543
0.987103486324           0.00578569073233   0.963797138832      0.0223323465543
0.972149898335           0.00669683711033  0.905688540733      0.0290566292777
0.972149898335           0.00669683711033  0.905688540733      0.0290566292777
0.979047147226           0.00940488320833    0.935270876343  0.038891274027
0.979047147226           0.00940488320833    0.935270876343  0.038891274027
0.987103486324           0.00578569073233   0.963797138832      0.0223323465543
0.987103486324           0.00578569073233   0.963797138832      0.0223323465543
0.987103486324           0.00578569073233   0.963797138832      0.0223323465543
0.987103486324           0.00578569073233   0.963797138832      0.0223323465543
