#purity EB:              purity EB error:      purity EE:          purity EE error:
0.971872380984           0.00624002385967    0.900025119926        0.0212481553013
0.971872380984           0.00624002385967    0.900025119926        0.0212481553013
0.971872380984           0.00624002385967    0.900025119926        0.0212481553013
0.978706202111           0.00904991502367    0.933409813785        0.037226071121
0.978706202111           0.00904991502367    0.933409813785        0.037226071121
0.978706202111           0.00904991502367    0.933409813785        0.037226071121
0.986935133985           0.005561539505      0.962854500511        0.0213407549857
0.986935133985           0.005561539505      0.962854500511        0.0213407549857
0.986935133985           0.005561539505      0.962854500511        0.0213407549857
0.986935133985           0.005561539505      0.962854500511        0.0213407549857
0.971872380984           0.00624002385967    0.900025119926        0.0212481553013
0.971872380984           0.00624002385967    0.900025119926        0.0212481553013
0.971872380984           0.00624002385967    0.900025119926        0.0212481553013
0.978706202111           0.00904991502367    0.933409813785        0.037226071121
0.978706202111           0.00904991502367    0.933409813785        0.037226071121
0.978706202111           0.00904991502367    0.933409813785        0.037226071121
0.986935133985           0.005561539505      0.962854500511        0.0213407549857
0.986935133985           0.005561539505      0.962854500511        0.0213407549857
0.986935133985           0.005561539505      0.962854500511        0.0213407549857
0.986935133985           0.005561539505      0.962854500511        0.0213407549857
0.971872380984           0.00624002385967    0.900025119926        0.0212481553013
0.971872380984           0.00624002385967    0.900025119926        0.0212481553013
0.971872380984           0.00624002385967    0.900025119926        0.0212481553013
0.978706202111           0.00904991502367    0.933409813785        0.037226071121
0.978706202111           0.00904991502367    0.933409813785        0.037226071121
0.978706202111           0.00904991502367    0.933409813785        0.037226071121
0.986935133985           0.005561539505      0.962854500511        0.0213407549857
0.986935133985           0.005561539505      0.962854500511        0.0213407549857
0.986935133985           0.005561539505      0.962854500511        0.0213407549857
0.986935133985           0.005561539505      0.962854500511        0.0213407549857
0.971872380984           0.00624002385967    0.900025119926        0.0212481553013
0.971872380984           0.00624002385967    0.900025119926        0.0212481553013
0.978706202111           0.00904991502367    0.933409813785        0.037226071121
0.978706202111           0.00904991502367    0.933409813785        0.037226071121
0.986935133985           0.005561539505      0.962854500511        0.0213407549857
0.986935133985           0.005561539505      0.962854500511        0.0213407549857
0.986935133985           0.005561539505      0.962854500511        0.0213407549857
0.986935133985           0.005561539505      0.962854500511        0.0213407549857
0.971872380984           0.00624002385967    0.900025119926        0.0212481553013
0.971872380984           0.00624002385967    0.900025119926        0.0212481553013
0.978706202111           0.00904991502367    0.933409813785        0.037226071121
0.978706202111           0.00904991502367    0.933409813785        0.037226071121
0.986935133985           0.005561539505      0.962854500511        0.0213407549857
0.986935133985           0.005561539505      0.962854500511        0.0213407549857
0.986935133985           0.005561539505      0.962854500511        0.0213407549857
0.986935133985           0.005561539505      0.962854500511        0.0213407549857
